,obsid,obsdate,ra,dec,subclass,mag5,z,z_err,rv,rv_err,logg,logg_err,teff,teff_err,feh,feh_err
16298,266710003,16/11/2014,2.2304347,1.7085188,dM0,18.02639961,-1.76E-05,1.01E-05,,,4.763,0.18,3905.02,88.74,,
58611,558712149,28/03/2017,172.938715,-2.961602,G6,-999,-1.94E-05,8.37E-06,-5.83,2.51,4.501,0.067,5613.61,40.07,-0.145,0.044
77050,253910065,14/10/2014,305.952072,42.853895,K5,-999,-0.0001004,6.61E-06,,,,,,,,
56163,332402151,11/03/2015,129.4950511,3.3824728,F3,-999,4.27E-05,3.10E-05,12.79,9.29,4.18,0.152,6528.19,97.67,-0.282,0.101
23457,259313105,04/11/2014,122.17036,19.320617,G0,-999,0.00014214,9.24E-06,,,,,,,,
1152,525102056,27/01/2017,197.798176,31.062154,G4,18.35409927,4.21E-05,2.33E-05,12.63,6.99,4.599,0.098,5610.87,66.05,-0.19,0.067
68489,282611152,20/12/2014,3.8553757,48.339095,G7,15.16320038,-0.000268553,2.02E-05,-80.51,6.05,3.847,0.085,5418.06,57.32,-0.038,0.058
64117,132503151,07/03/2013,135.701752,23.140525,K5,-999,8.79E-05,1.44E-05,26.35,4.32,4.701,0.045,4269.62,32.27,-0.241,0.027
44828,254304239,15/10/2014,80.5822097,17.1822822,F2,-999,-6.11E-05,1.17E-05,-18.33,3.5,4.229,0.026,6315.08,19.96,0.102,0.013
37096,740013244,31/03/2019,166.770078,4.279668,G7,17.32699966,0.000128322,2.52E-05,38.47,7.55,4.544,0.069,5275.87,50.27,-0.465,0.039
102390,42203069,17/02/2012,214.000647,29.571356,K7,-999,-1.81E-05,1.66E-05,-5.42,4.97,4.524,0.098,4049.13,60.6,0.031,0.064
15212,84705169,26/11/2012,44.494268,42.598698,F9,-999,7.69E-05,1.66E-05,23.04,4.97,4.135,0.061,6024.37,43.36,-0.092,0.043
76228,713110229,08/01/2019,148.712407,23.722829,K5,-999,-5.01E-05,1.58E-05,-15.01,4.75,4.639,0.072,4231.59,47.28,-0.053,0.049
9997,742408165,01/05/2019,275.29774,6.6705648,K7,-999,-0.00015901,1.74E-05,-47.67,5.21,4.427,0.141,3955.43,83.83,-0.253,0.092
99156,815011176,29/03/2020,178.716067,10.376087,F5,-999,8.64E-05,3.42E-05,25.9,10.24,4.121,0.18,6015.42,113.98,-0.643,0.12
60713,655504110,12/03/2018,208.627479,52.968486,K5,-999,-0.00012553,7.33E-06,,,,,,,,
1848,807509066,23/02/2020,173.358649,-2.030978,F9,18.4993,-1.39E-05,1.26E-05,-4.17,3.77,4.448,0.04,5552.92,28.19,0.065,0.024
32441,660114239,11/04/2018,220.4275184,32.3745827,F9,-999,-0.000213114,3.44E-05,-63.89,10.31,4.176,0.24,5249.76,145.05,-0.509,0.157
6531,420707044,06/02/2016,204.132085,12.448156,G5,13.09710026,-9.22E-05,1.90E-05,-27.63,5.69,2.339,0.041,4643.77,32.05,-0.309,0.021
9986,194603222,19/12/2013,60.224473,34.581245,G5,-999,-7.42E-05,1.45E-05,-22.24,4.36,2.564,0.03,4828.18,23.93,-0.012,0.014
60300,342105084,20/04/2015,195.180002,9.617255,G7,-999,0.000351276,2.15E-05,105.31,6.45,4.534,0.147,5254.24,88.89,-1.129,0.096
2042,176512071,12/11/2013,94.061111,24.66202,A5,19.84490013,0.00011367,9.10E-06,,,,,,,,
4938,100111210,31/12/2012,73.676734,25.730835,A2,-999,-0.00017619,7.94E-06,,,,,,,,
26975,28007077,11/01/2012,72.225242,39.098861,A1,15.94330025,0.00013588,7.57E-06,,,,,,,,
42493,117614064,02/02/2013,67.237879,37.204235,F0,13.65869999,0.00027268,1.03E-05,,,,,,,,
57649,294315185,09/01/2015,79.634282,41.746005,G5,-999,-6.65E-05,1.26E-05,-19.94,3.77,3.14,0.04,5068.85,28.22,-0.198,0.024
24350,60606071,05/10/2012,91.847903,24.070344,F9,-999,-1.44E-05,4.26E-06,,,,,,,,
60234,14803132,12/12/2011,358.305073,31.427736,G0,16.53059959,-8.10E-05,2.17E-05,-24.28,6.52,4.453,0.086,5946.43,59.29,-0.481,0.06
62357,212407013,27/01/2014,62.497748,32.444972,F5,18.60250092,-6.25E-05,3.82E-05,-18.75,11.46,3.921,0.266,6756.91,160.77,0.093,0.174
39136,332316205,11/03/2015,95.717965,29.952741,dM2,-999,3.17E-05,6.84E-06,,,5.226,0.18,3644.21,84.07,,
89745,83703003,25/11/2012,1.137878,30.932611,F5,-999,-0.000204008,9.14E-06,-61.16,2.74,4.045,0.019,6270.22,15.11,-0.243,0.009
76995,181509192,21/11/2013,58.968372,35.695746,dM0,14.29160023,-9.98E-05,7.03E-06,,,5.212,0.15,3929.67,73.94,,
42434,368013224,08/10/2015,18.333135,35.758904,G3,17.25259972,-0.00020781,2.77E-05,-62.3,8.31,4.742,0.178,5842.3,108.46,-0.396,0.116
51593,294503008,09/01/2015,125.02716,19.361623,K1,-999,5.42E-05,4.45E-05,16.24,13.34,3.455,0.292,4838.24,177.54,0.07,0.191
42768,448614011,29/03/2016,206.074702,29.702884,G8,-999,1.08E-05,2.43E-05,3.25,7.28,4.628,0.161,5465.15,97.63,0.257,0.105
66832,371509017,15/10/2015,93.3385503,3.1376703,F0,12.76080036,9.46E-05,8.77E-06,28.37,2.63,4.117,0.028,6748.09,19.59,-0.147,0.016
69425,111115027,24/01/2013,129.78055,-5.6325414,G5,13.20250034,0.00033625,2.46E-06,,,,,,,,
32299,141810166,09/04/2013,160.773203,9.585986,G7,-999,7.65E-05,1.97E-05,22.93,5.91,3.778,0.094,5197.86,61.05,-0.328,0.063
35573,176304170,11/11/2013,115.87979,20.274218,F3,14.37940025,5.66E-05,1.38E-05,16.97,4.14,4.132,0.041,6518.94,29.31,-0.483,0.024
91473,221116245,06/03/2014,101.22751,29.235552,G2,14.87180042,0.000204808,9.61E-06,61.4,2.88,3.968,0.019,5833.81,15.79,-0.306,0.009
65145,554307146,15/03/2017,139.424411,16.294421,G2,19.77179909,-2.14E-05,2.19E-05,-6.42,6.57,4.315,0.111,5768.81,71.04,-0.322,0.074
60189,459611232,18/05/2016,267.874347,23.847137,G5,-999,-0.000278059,1.76E-05,-83.36,5.27,3.153,0.055,4820.44,39.09,-0.265,0.036
40505,83714031,25/11/2012,359.36248,31.333321,G1,14.05850029,-0.00013525,6.22E-06,,,,,,,,
51292,212010205,26/01/2014,87.415361,28.351515,G5,-999,-0.000107074,9.27E-06,-32.1,2.78,2.783,0.083,4895.5,48.89,0.094,0.054
70655,250709125,05/10/2014,307.4008803,39.6196206,A5,12.96170044,-0.00030079,1.34E-05,,,,,,,,
30571,714703139,11/01/2019,40.776493,52.018385,G2,13.33110046,-5.34E-05,1.46E-05,-16,4.38,4.173,0.045,6067.23,32.19,0.253,0.027
69928,354202075,14/09/2015,290.00952,45.430611,F2,-999,1.49E-05,1.50E-05,4.47,4.49,4.181,0.048,6195.71,33.56,-0.118,0.029
60605,309307120,31/01/2015,113.4753467,44.7400172,G8,-999,-0.000134093,1.15E-05,-40.2,3.46,3.587,0.038,4980.01,28.34,-0.301,0.028
101638,531704051,06/02/2017,93.38401278,49.02597583,G5,-999,-4.07E-05,1.58E-05,-12.21,4.73,2.309,0.049,4912.67,34.45,-0.043,0.031
76684,686112033,31/10/2018,97.874293,20.6434755,G5,-999,0.000332163,1.27E-05,99.58,3.82,2.137,0.039,4418.49,28.13,0.138,0.023
81802,250904217,06/10/2014,1.00612,52.00348,G5,17.19050026,-0.000141498,1.20E-05,-42.42,3.61,2.525,0.037,4946.56,27.22,-0.499,0.025
65758,135308250,15/03/2013,236.569508,3.698019,G4,-999,0.000167016,1.28E-05,50.07,3.83,4.443,0.044,5710.8,32.03,-0.179,0.031
70397,41801069,15/02/2012,208.295882,-3.074532,G5,17.74449921,-8.64E-05,1.49E-05,-25.89,4.46,4.469,0.103,5333.39,62.22,0.242,0.067
56129,651113091,24/02/2018,227.955357,10.93472,F5,14.59780025,0.00025972,2.80E-05,,,,,,,,
101690,601414043,13/11/2017,68.378526,3.207748,F7,17.11260033,0.00028873,0.00013922,,,,,,,,
21696,758904077,29/10/2019,307.240749,7.642336,G7,-999,2.19E-05,9.47E-06,6.58,2.84,3.711,0.019,5339.33,15.57,0.111,0.009
78474,527206057,31/01/2017,223.867911,1.62324,G5,19.28240013,-3.68E-05,2.31E-05,-11.02,6.93,4.468,0.123,5484.01,77.53,-0.258,0.081
40947,117307115,01/02/2013,168.563628,54.501233,K7,-999,4.37E-06,6.16E-06,,,,,,,,
47809,198701029,26/12/2013,85.109302,20.456627,G5,15.63990021,1.70E-06,9.71E-06,0.51,2.91,3.367,0.085,4985.6,50.61,0.16,0.056
73334,19714130,22/12/2011,80.300672,30.011116,K7,14.99540043,0.000117114,1.32E-05,35.11,3.95,4.546,0.116,3898.43,68.5,-0.917,0.076
9874,267207006,16/11/2014,342.095773,32.057937,G7,-999,-4.32E-05,1.54E-05,-12.94,4.61,3.748,0.037,5299.17,27.82,-0.072,0.02
64536,338116196,25/03/2015,158.149068,7.395685,G2,14.71640015,-2.68E-05,1.52E-05,-8.02,4.57,4.145,0.048,5889.85,33.25,-0.335,0.03
19255,255906042,25/10/2014,21.8816628,27.2004458,G0,18.93860054,-0.000731139,1.40E-05,-219.19,4.19,4.326,0.044,5703.99,30.96,-0.908,0.027
88235,461916084,01/06/2016,212.680255,16.353627,F9,-999,-0.000224489,1.71E-05,-67.3,5.12,2.679,0.045,4839.99,33.15,-0.648,0.026
80920,616116035,13/12/2017,13.788995,11.42193,G2,-999,-2.27E-06,2.12E-05,-0.68,6.37,4.28,0.067,5919.31,46.87,-0.119,0.041
26298,756710125,25/10/2019,14.197314,46.767161,dM1,18.31200027,-0.00010548,8.30E-06,,,4.888,0.19,3684.92,92.16,,
26147,195108026,20/12/2013,86.46645,22.49279,G0,18.45569992,1.33E-05,1.46E-05,4,4.37,4.358,0.046,6100.23,32.49,-0.129,0.028
99764,612601072,06/12/2017,89.258484,48.172916,K7,-999,-9.95E-05,5.47E-06,,,,,,,,
56136,225002217,12/03/2014,246.697624,25.92458,G2,12.59799957,-3.85E-05,1.71E-05,,,,,,,,
99040,257813103,01/11/2014,129.970106,30.343956,G3,-999,-0.00012425,6.64E-06,,,,,,,,
20673,210412205,21/01/2014,222.012906,31.216977,K7,-999,-2.50E-05,1.37E-05,-7.48,4.12,4.741,0.081,4034.68,49.97,-0.494,0.053
81419,584414172,16/04/2017,252.219266,32.655867,G0,13.26019955,-1.56E-05,3.34E-05,-4.68,10.02,4.272,0.192,5876.56,119.51,-0.573,0.127
4281,538204101,18/02/2017,86.221774,5.2256694,F0,-999,0.00018117,4.11E-06,,,,,,,,
79099,46104034,11/03/2012,101.7971,27.576015,G2,12.85820007,-3.03E-05,1.11E-05,-9.08,3.34,4.139,0.035,6009.9,25.06,0.17,0.021
74685,475605182,03/11/2016,68.812667,6.9831944,G1,-999,4.31E-05,2.80E-05,12.93,8.4,4.205,0.109,5899.46,75.52,-0.196,0.076
73172,186105197,01/12/2013,133.015418,25.566202,G8,13.2020998,0.000176656,1.42E-05,52.96,4.25,4.507,0.041,5580.16,29.52,-0.203,0.024
97849,594312169,24/10/2017,318.15379,42.882846,G5,16.40859985,-0.00016086,1.40E-05,,,,,,,,
70758,117512015,02/02/2013,70.941518,38.540191,G2,-999,-8.37E-05,1.56E-05,-25.1,4.68,3.874,0.058,5874.36,41,0.119,0.041
37351,475512126,03/11/2016,336.518898,-0.593413,G4,-999,-0.00013546,1.70E-05,-40.61,5.11,4.429,0.054,5444.42,38.13,-0.297,0.033
30645,782814087,30/12/2019,103.700243,0.804184,G7,-999,7.94E-05,1.81E-05,23.81,5.43,3.821,0.072,5162.71,49.38,-0.003,0.05
81837,679003085,09/10/2018,77.2284619,21.2611814,F0,18.01160049,5.17E-05,1.65E-05,15.49,4.96,4.164,0.052,6510.22,36.28,-0.512,0.032
36968,57204012,01/10/2012,64.493347,-2.443917,F6,-999,7.08E-05,2.64E-05,21.24,7.92,4.294,0.164,6152.68,100.53,-0.406,0.108
27486,199608198,27/12/2013,133.676809,31.403836,K0,15.86310005,0.000126354,1.76E-05,37.88,5.27,4.572,0.072,4874.24,48.88,-0.419,0.049
4632,199907109,27/12/2013,183.082791,-0.805032,G5,12.41219997,-0.000192833,1.44E-05,-57.81,4.33,2.627,0.046,4596.23,32.39,-0.439,0.028
96063,685403153,31/10/2018,319.41489,16.86723,K3,-999,-9.50E-05,3.30E-05,-28.47,9.88,3.412,0.068,4696.41,54.43,0.384,0.034
18419,117715028,02/02/2013,101.56448,54.539359,K3,-999,-4.63E-05,1.62E-05,-13.88,4.85,4.674,0.065,4765.27,44.41,0.148,0.045
95030,82415069,23/11/2012,39.883723,36.057178,K1,14.06659985,2.29E-05,1.59E-05,6.86,4.76,4.607,0.085,5256.44,53.76,0.163,0.057
55302,792103061,19/01/2020,131.5411161,15.5324472,G7,-999,0.000436802,2.75E-05,130.95,8.25,4.693,0.168,5453.6,103.37,-0.102,0.11
72636,104602112,08/01/2013,120.650271,50.05882,F2,-999,-4.11E-05,2.60E-05,-12.32,7.8,4.095,0.141,5941.5,88.59,-0.577,0.093
87205,147008149,21/04/2013,238.320482,17.311932,F9,-999,-0.000119816,1.54E-05,-35.92,4.63,4.339,0.068,5759.7,45.16,0.108,0.046
20389,59213115,03/10/2012,14.825885,35.754585,F5,14.01379967,-0.00036365,6.30E-05,,,,,,,,
100596,316809024,10/02/2015,215.7461427,19.2148951,F2,-999,-0.00013855,1.20E-05,,,,,,,,
35896,433515136,28/02/2016,149.816326,7.244388,F5,-999,-6.32E-05,2.11E-05,-18.94,6.32,3.994,0.065,6337.58,47.8,-0.163,0.045
51847,290916173,03/01/2015,76.4524025,51.4338058,G7,-999,8.93E-05,2.32E-05,,,,,,,,
8662,26207129,04/01/2012,181.489204,56.388713,K3,-999,-7.92E-05,6.88E-06,,,,,,,,
59363,19112022,21/12/2011,146.284178,29.43067,K3,-999,0.00012964,1.46E-05,,,,,,,,
32345,256715214,26/10/2014,11.005708,46.33957,dM1,16.04450035,-0.00016832,9.55E-06,,,4.703,0.18,3640.57,88.06,,
102385,32515204,24/01/2012,156.4838,47.595487,K5,-999,-9.04E-06,1.58E-05,-2.71,4.75,4.68,0.051,4156.7,35.5,-0.266,0.03
9485,298613218,16/01/2015,107.51024,24.660315,dM0,15.9041996,0.00014592,9.60E-06,,,4.712,0.16,3745.59,78.88,,
8556,280405059,15/12/2014,96.549127,15.464775,G2,16.65119934,3.78E-05,2.15E-05,,,,,,,,
21831,202804148,02/01/2014,128.859,23.662434,G7,-999,-6.99E-05,1.63E-05,-20.96,4.9,4.024,0.052,5443.56,36.73,0.11,0.031
86142,128504018,26/02/2013,217.456174,43.631349,F9,-999,-0.000157576,1.77E-05,-47.24,5.32,4.297,0.077,5636.46,51.56,-0.19,0.053
4022,709104073,01/01/2019,26.346167,58.309613,G7,-999,-0.000165915,2.24E-05,-49.74,6.73,3.715,0.102,5475.56,66.82,-0.173,0.069
100439,418006168,31/01/2016,227.009948,46.052206,F9,-999,-2.43E-05,1.95E-05,-7.27,5.84,4.144,0.061,5596.23,42.62,0.179,0.037
68107,146514056,20/04/2013,246.497085,16.83603,K1,-999,-0.000166449,1.11E-05,-49.9,3.32,2.69,0.03,4689.11,22.24,-0.448,0.018
75024,315508108,08/02/2015,186.720119,47.185729,dM1,14.8373003,8.41E-05,9.90E-06,,,4.54,0.09,3660.77,57.34,,
80739,686501218,01/11/2018,318.919594,14.40493,F9,15.59560013,3.10E-05,4.55E-05,9.3,13.63,4.497,0.271,5652.5,167.15,-0.26,0.178
6395,792809124,20/01/2020,123.5712457,56.8893652,K4,16.36440086,0.00022852,3.39E-05,,,,,,,,
36054,485005183,28/11/2016,132.801802,25.6649428,dM1,16.21570015,-0.00038332,9.94E-05,,,4.506,0.41,3601.82,213.65,,
94743,497209018,17/12/2016,94.0377633,23.2928061,A7,-999,-1.80E-05,6.46E-06,,,,,,,,
39284,723903164,04/02/2019,206.12997,53.454852,G5,14.56270027,3.34E-07,1.48E-05,0.1,4.45,4.54,0.042,5403.74,30.65,-0.542,0.025
42472,29713065,13/01/2012,74.575358,52.295127,F6,-999,6.77E-06,1.98E-05,2.03,5.94,4.061,0.1,6342.1,63.91,0.193,0.067
32507,267908219,17/11/2014,142.194283,-2.626217,F5,-999,-1.15E-05,5.04E-06,-3.45,1.51,4.018,0.01,6368.19,8.26,-0.216,0.005
45951,60004173,05/10/2012,319.522741,-2.783641,F7,-999,5.40E-06,1.15E-05,1.62,3.46,4.285,0.029,6198.63,21.89,-0.181,0.017
55672,745004090,10/05/2019,233.895803,43.607755,G7,14.90019989,-0.000150471,2.45E-05,-45.11,7.35,4.209,0.21,5325.09,124.89,-0.034,0.137
55198,582512195,08/03/2017,236.253044,45.687866,F5,-999,-1.93E-05,8.94E-06,-5.79,2.68,3.921,0.018,6576.65,14.69,0.162,0.009
16515,392111218,20/12/2015,124.94828,17.884399,K1,-999,-2.36E-05,1.51E-05,-7.07,4.53,3.836,0.045,4982.86,32.64,-0.006,0.027
4224,603409008,20/11/2017,341.5279853,0.2545518,K7,16.00390053,-7.55E-05,7.87E-06,-22.63,2.36,4.687,0.066,4069.62,39.01,0.038,0.043
48601,409814099,19/01/2016,87.0151078,42.19522,G5,-999,-3.87E-05,1.57E-05,-11.61,4.71,2.712,0.036,5019.7,27.53,-0.133,0.019
8136,66114072,12/10/2012,358.373124,2.836819,K1,19.26320076,9.80E-05,1.76E-05,,,,,,,,
78581,171909195,29/10/2013,47.326201,47.541042,F0,19.55780029,-0.00013009,2.99E-05,-39,8.95,3.777,0.095,7535.9,66.84,0.129,0.057
18622,618603198,19/12/2017,32.66376,47.670379,K7,20.03689957,-3.60E-05,1.99E-05,-10.78,5.98,4.611,0.109,3898.69,68.5,-0.383,0.072
58389,230502064,26/03/2014,133.34732,15.53858,F7,-999,-4.13E-05,1.64E-05,-12.38,4.93,4.122,0.061,6141.98,43.2,-0.411,0.043
92924,270606232,23/11/2014,56.3982286,6.8889738,F6,20.24419975,0.000182827,2.63E-05,54.81,7.89,4.192,0.116,6145.11,77.02,-0.417,0.079
77845,807512055,23/02/2020,173.31723,-1.163715,G2,-999,-0.000125687,9.97E-06,-37.68,2.99,4.28,0.023,5856.07,17.43,-0.314,0.012
50524,28913107,12/01/2012,102.20646,29.085714,F6,-999,-7.14E-05,1.53E-05,,,,,,,,
102694,253609082,14/10/2014,49.134333,53.108798,F5,12.9616003,1.13E-05,1.43E-05,3.4,4.28,3.965,0.05,6340.66,36.31,0.342,0.036
1156,501011058,26/12/2016,172.180659,34.79287,G3,19.24209976,-0.000115113,1.74E-05,-34.51,5.23,4.363,0.055,5397.84,38.44,-0.862,0.033
61305,103909238,07/01/2013,124.1537,26.000892,G3,16.9144001,3.15E-05,1.55E-05,,,,,,,,
50132,202004067,31/12/2013,187.95091,14.834568,K5,13.65470028,-9.36E-05,1.97E-05,-28.05,5.91,4.702,0.059,4250.89,42.6,-0.163,0.035
65382,425914126,18/02/2016,111.8936372,53.7958878,G3,-999,-0.000246437,1.37E-05,-73.88,4.12,4.134,0.044,5799.85,30.74,-0.079,0.026
48402,618603077,19/12/2017,32.029548,47.5368,F5,-999,-0.000105973,2.53E-05,-31.77,7.57,4.208,0.112,6167.18,74.22,-0.383,0.076
74748,302410174,22/01/2015,161.8807777,35.7289411,dM1,15.53999996,2.28E-05,6.16E-06,,,4.877,0.14,3675.44,74.19,,
8258,46608130,12/03/2012,113.07686,6.124885,G5,-999,0.000242468,1.17E-05,72.69,3.51,3.646,0.084,4991.24,50.28,-0.446,0.055
14621,249004128,18/09/2014,54.645702,58.445385,A5,16.9307003,-0.000207844,3.24E-05,-62.31,9.71,3.974,0.082,8100.01,49.89,-0.172,0.048
62568,157511086,15/09/2013,10.205855,29.159975,G9,-999,-0.000152005,1.43E-05,-45.57,4.29,4.679,0.045,5143.36,31.75,-0.094,0.027
99749,230606210,26/03/2014,174.293934,2.692239,G2,-999,-9.51E-06,1.58E-05,-2.85,4.73,4.007,0.05,5827.85,35.48,-0.115,0.03
69650,616616146,15/12/2017,107.83134,22.546625,dM0,19.09810066,-0.00012798,1.98E-05,,,4.838,0.16,3809.31,83.22,,
86071,642106222,05/02/2018,160.551225,-4.881775,G7,15.86069965,-6.12E-05,3.20E-05,,,,,,,,
70374,359702078,21/09/2015,348.779652,24.889321,K1,-999,-1.04E-05,2.97E-05,-3.13,8.9,4.682,0.189,5044.46,115.37,0.036,0.124
53547,23008047,28/12/2011,17.336374,38.62084,K7,19.0007,-0.00018469,1.73E-05,,,,,,,,
24853,368412069,10/10/2015,50.6096,41.007582,G8,14.34290028,-9.40E-05,2.13E-05,-28.19,6.39,4.538,0.067,5412.5,46.66,0.215,0.041
31467,475506057,03/11/2016,338.250613,-2.464223,F5,13.82289982,-0.000106073,2.17E-05,-31.8,6.51,4.285,0.083,6097.45,58.16,-0.612,0.058
26843,163306154,10/10/2013,49.224429,36.120351,K1,-999,-0.000169351,2.14E-05,-50.77,6.42,4.526,0.188,5001.47,111.27,0.118,0.123
95863,492215104,10/12/2016,76.519979,55.095843,F0,-999,-2.91E-05,9.81E-06,-8.71,2.94,4.013,0.031,6601.02,21.8,-0.113,0.019
67169,299901030,19/01/2015,46.429084,-0.680913,K5,-999,-8.92E-05,1.40E-05,-26.74,4.19,4.732,0.108,4698.19,64.77,-0.048,0.071
41812,8803096,29/11/2011,135.69205,26.796877,G3,19.77799988,0.000140364,2.56E-05,42.08,7.68,4.539,0.134,5675.84,84.64,-0.31,0.089
48702,243411170,03/06/2014,230.2615,10.747961,dM1,19.10140038,-5.15E-05,1.88E-05,,,4.681,0.21,3720.98,108.68,,
80513,531801212,06/02/2017,109.0896936,36.4219536,G8,-999,0.000162913,1.78E-05,48.84,5.35,4.556,0.066,5290.98,46.91,-0.28,0.047
42284,90416233,05/12/2012,64.025387,34.109368,F0,-999,-0.00020467,5.92E-06,,,,,,,,
44097,572701040,16/05/2017,255.378999,47.593875,K3,11.4989996,-0.00027129,4.26E-06,,,,,,,,
2002,171812123,29/10/2013,90.739408,23.860269,G8,-999,3.67E-06,2.36E-05,1.1,7.08,4.524,0.152,4955.34,92.56,-0.313,0.099
65457,821408202,27/04/2020,162.7486285,8.8829587,G2,13.36639977,-0.000138929,6.14E-06,-41.65,1.84,3.992,0.012,5783.59,10.1,-0.111,0.006
9511,326902081,01/03/2015,82.7627842,-2.8837856,G3,-999,-4.38E-05,1.51E-05,-13.13,4.54,4.419,0.038,5826,28.59,0.078,0.022
43546,4803184,14/11/2011,345.228609,27.880901,K1,18.88059998,-0.000329528,1.63E-05,-98.79,4.88,3.535,0.129,5028.31,77.1,-0.404,0.084
96181,280911023,17/12/2014,181.300395,15.0177636,F9,-999,-7.64E-05,1.61E-05,-22.91,4.82,3.898,0.04,5778.43,29.61,0.347,0.022
57899,29014233,12/01/2012,101.87949,12.360368,G5,12.17879963,-1.39E-05,1.38E-05,-4.18,4.14,2.38,0.05,4899.41,35.58,-0.315,0.035
12056,342302179,20/04/2015,263.440272,2.878914,F6,-999,-0.000214148,1.31E-05,-64.2,3.93,4.183,0.04,6314.72,28.42,0.079,0.023
98096,294313011,09/01/2015,82.792611,41.64057,G5,13.60270023,-2.16E-05,4.81E-06,,,,,,,,
53856,362314197,01/10/2015,338.675388,0.229327,G2,-999,-0.000105139,1.20E-05,-31.52,3.61,4.383,0.031,5863.1,23.14,-0.257,0.018
41039,20411026,23/12/2011,118.96451,30.432531,F7,16.7364006,0.00013742,3.75E-05,,,,,,,,
22030,243603052,12/01/2014,82.328218,44.292225,F2,16.01390076,3.94E-06,1.69E-05,1.18,5.06,3.926,0.052,6199.39,39.45,-0.006,0.038
19223,118508027,05/02/2013,227.217196,-2.131759,F5,-999,-0.000197503,1.12E-05,-59.21,3.37,4.119,0.028,6477.5,21.09,-0.103,0.016
43965,302206220,22/01/2015,108.91771,27.265705,dM1,-999,-0.00016899,1.09E-05,,,5.281,0.14,3800,73.31,,
58095,469907245,20/09/2016,321.621745,17.703576,G2,-999,-0.000163013,1.67E-05,-48.87,5.02,4.29,0.052,5957.76,38.73,-0.075,0.037
91789,93111229,22/12/2012,108.13662,26.000751,K3,19.11100006,0.00017106,2.85E-05,,,,,,,,
59956,404815080,11/01/2016,182.24233,32.827745,K5,19.21290016,1.61E-05,1.58E-05,4.83,4.74,4.685,0.05,4413.63,34.43,-0.352,0.031
12579,4209090,12/11/2011,137.420934,32.452923,G7,20.44099998,-1.54E-05,4.12E-06,,,,,,,,
19738,742305125,30/04/2019,222.9607075,12.0337184,dM0,20.69549942,-9.48E-05,9.26E-06,,,4.759,0.18,3800,85.83,,
58693,321015238,18/02/2015,227.380461,37.404587,dM1,-999,0.00011329,8.91E-06,,,4.978,0.16,3634.78,84.52,,
66610,648713211,20/02/2018,70.2431331,6.0557364,G8,13.65229988,-3.17E-06,2.00E-05,-0.95,6,4.337,0.064,5656.8,44.92,0.112,0.038
71578,709402026,01/01/2019,171.132789,2.350724,G0,15.74800015,0.000148936,3.03E-05,44.65,9.07,3.684,0.243,5621.65,144.73,-0.411,0.159
49252,471214212,17/10/2016,318.5769261,38.2887247,F0,13.09259987,-7.26E-05,1.23E-05,-21.76,3.7,4.063,0.039,6651.46,27.71,0.192,0.024
21935,271103184,24/11/2014,88.551558,16.180698,K0,13.88140011,1.33E-05,2.01E-05,4,6.04,2.971,0.085,5127.02,57.09,-0.264,0.058
17069,214914140,03/02/2014,107.29811,31.781278,K5,19.01759911,0.000171452,1.79E-05,51.4,5.38,4.725,0.109,4196.96,66.88,-0.706,0.071
34643,573207035,17/05/2017,275.807035,-4.4518247,G5,13.69349957,-0.0001505,1.22E-05,,,,,,,,
25742,217113223,11/02/2014,75.113811,55.866711,G5,-999,0.00010433,9.77E-06,,,,,,,,
91754,500012124,24/12/2016,33.2376569,2.9799261,G3,-999,0.000175388,3.50E-05,52.58,10.48,4.513,0.196,5277.3,122.33,-1.076,0.129
855,656204013,15/03/2018,134.3179716,18.6384439,K3,-999,4.26E-05,1.75E-05,12.76,5.26,4.558,0.134,4543.75,80.16,-0.467,0.087
24781,293414189,08/01/2015,38.403784,4.707199,K5,15.72830009,-0.00413589,-1,,,,,,,,
47252,677907093,06/10/2018,322.936129,-1.1793403,G7,-999,-0.00015871,2.14E-05,-47.58,6.43,4.36,0.096,5416.61,63.42,-1.397,0.065
96239,60707156,05/10/2012,17.342282,41.128233,G5,-999,-0.00025573,1.99E-05,,,,,,,,
47872,473305206,29/10/2016,324.848495,35.464612,F7,-999,-0.000176722,1.18E-05,-52.98,3.53,4.162,0.034,6137.79,24.87,-0.332,0.02
70550,204006034,05/01/2014,93.438605,23.515124,G5,17.12719917,7.57E-05,1.46E-05,22.7,4.38,2.246,0.068,4886.85,44.26,-0.561,0.046
100277,77004096,07/11/2012,108.14128,32.238821,G7,-999,7.91E-05,1.87E-05,23.72,5.62,2.318,0.081,4882.43,54.3,-0.628,0.055
1223,644902179,12/02/2018,91.0758808,21.9117055,G5,-999,0.000140064,1.90E-05,41.99,5.7,2.17,0.06,4940.92,42.21,-0.289,0.036
51384,173211080,31/10/2013,31.589656,28.77833,F8,-999,-0.000256044,1.32E-05,-76.76,3.96,4.196,0.042,6121.47,29.68,-0.093,0.025
1,471207217,17/10/2016,322.9379978,35.7489569,G5,-999,-0.000182693,1.25E-05,-54.77,3.75,2.385,0.039,4343.1,27.93,-0.133,0.023
83312,135513070,15/03/2013,245.388714,-1.563407,F5,-999,-0.000181726,1.66E-05,-54.48,4.97,4.123,0.06,6505.97,42.69,-0.092,0.042
